DEPARTAMENTO,PROVINCIA,SEXO,rango_edad,mes_fallecimiento,cantidad_fallecidos,nivel_intensidad
JUNIN,YAULI,MASCULINO,75+,6,3,MEDIO
LA LIBERTAD,ASCOPE,FEMENINO,18-29,6,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,30-44,5,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,30-44,6,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,45-59,4,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,45-59,5,2,MEDIO
LA LIBERTAD,ASCOPE,FEMENINO,45-59,6,5,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,45-59,7,4,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,45-59,8,2,MEDIO
LA LIBERTAD,ASCOPE,FEMENINO,60-74,5,2,MEDIO
LA LIBERTAD,ASCOPE,FEMENINO,60-74,6,17,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,60-74,7,4,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,60-74,8,2,MEDIO
LA LIBERTAD,ASCOPE,FEMENINO,75+,4,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,75+,5,1,BAJO
LA LIBERTAD,ASCOPE,FEMENINO,75+,6,7,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,75+,7,6,ALTO
LA LIBERTAD,ASCOPE,FEMENINO,75+,8,4,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,30-44,5,2,MEDIO
LA LIBERTAD,ASCOPE,MASCULINO,30-44,6,2,MEDIO
LA LIBERTAD,ASCOPE,MASCULINO,30-44,7,1,BAJO
LA LIBERTAD,ASCOPE,MASCULINO,45-59,5,5,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,45-59,6,16,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,45-59,7,5,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,45-59,8,1,BAJO
LA LIBERTAD,ASCOPE,MASCULINO,60-74,4,1,BAJO
LA LIBERTAD,ASCOPE,MASCULINO,60-74,5,5,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,60-74,6,29,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,60-74,7,14,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,60-74,8,10,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,75+,4,1,BAJO
LA LIBERTAD,ASCOPE,MASCULINO,75+,5,2,MEDIO
LA LIBERTAD,ASCOPE,MASCULINO,75+,6,18,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,75+,7,9,ALTO
LA LIBERTAD,ASCOPE,MASCULINO,75+,8,2,MEDIO
LA LIBERTAD,CHEPEN,FEMENINO,18-29,5,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,30-44,8,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,45-59,5,2,MEDIO
LA LIBERTAD,CHEPEN,FEMENINO,45-59,6,8,ALTO
LA LIBERTAD,CHEPEN,FEMENINO,45-59,7,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,45-59,8,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,60-74,4,2,MEDIO
LA LIBERTAD,CHEPEN,FEMENINO,60-74,5,7,ALTO
LA LIBERTAD,CHEPEN,FEMENINO,60-74,6,5,ALTO
LA LIBERTAD,CHEPEN,FEMENINO,60-74,7,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,60-74,8,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,75+,4,1,BAJO
LA LIBERTAD,CHEPEN,FEMENINO,75+,5,2,MEDIO
LA LIBERTAD,CHEPEN,FEMENINO,75+,6,9,ALTO
LA LIBERTAD,CHEPEN,FEMENINO,75+,7,3,MEDIO
LA LIBERTAD,CHEPEN,FEMENINO,75+,8,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,18-29,6,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,18-29,8,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,30-44,5,3,MEDIO
LA LIBERTAD,CHEPEN,MASCULINO,30-44,7,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,45-59,4,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,45-59,5,9,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,45-59,6,11,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,45-59,8,2,MEDIO
LA LIBERTAD,CHEPEN,MASCULINO,60-74,4,2,MEDIO
LA LIBERTAD,CHEPEN,MASCULINO,60-74,5,19,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,60-74,6,7,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,60-74,7,8,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,60-74,8,2,MEDIO
LA LIBERTAD,CHEPEN,MASCULINO,75+,4,5,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,75+,5,19,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,75+,6,9,ALTO
LA LIBERTAD,CHEPEN,MASCULINO,75+,7,1,BAJO
LA LIBERTAD,CHEPEN,MASCULINO,75+,8,3,MEDIO
LA LIBERTAD,GRAN CHIMU,FEMENINO,30-44,7,1,BAJO
LA LIBERTAD,GRAN CHIMU,FEMENINO,60-74,6,1,BAJO
LA LIBERTAD,GRAN CHIMU,FEMENINO,60-74,8,1,BAJO
LA LIBERTAD,GRAN CHIMU,FEMENINO,75+,7,1,BAJO
LA LIBERTAD,GRAN CHIMU,FEMENINO,75+,8,1,BAJO
LA LIBERTAD,GRAN CHIMU,MASCULINO,45-59,7,1,BAJO
LA LIBERTAD,GRAN CHIMU,MASCULINO,45-59,8,1,BAJO
LA LIBERTAD,GRAN CHIMU,MASCULINO,75+,7,1,BAJO
LA LIBERTAD,GRAN CHIMU,MASCULINO,75+,8,2,MEDIO
LA LIBERTAD,JULCAN,MASCULINO,60-74,6,1,BAJO
LA LIBERTAD,OTUZCO,FEMENINO,45-59,6,2,MEDIO
LA LIBERTAD,OTUZCO,FEMENINO,45-59,7,1,BAJO
LA LIBERTAD,OTUZCO,FEMENINO,60-74,6,3,MEDIO
LA LIBERTAD,OTUZCO,FEMENINO,60-74,8,1,BAJO
LA LIBERTAD,OTUZCO,FEMENINO,75+,6,1,BAJO
LA LIBERTAD,OTUZCO,MASCULINO,45-59,6,4,ALTO
LA LIBERTAD,OTUZCO,MASCULINO,45-59,7,2,MEDIO
LA LIBERTAD,OTUZCO,MASCULINO,60-74,5,1,BAJO
LA LIBERTAD,OTUZCO,MASCULINO,60-74,6,4,ALTO
LA LIBERTAD,OTUZCO,MASCULINO,60-74,7,1,BAJO
LA LIBERTAD,OTUZCO,MASCULINO,75+,6,4,ALTO
LA LIBERTAD,OTUZCO,MASCULINO,75+,7,1,BAJO
LA LIBERTAD,OTUZCO,MASCULINO,75+,8,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,18-29,6,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,30-44,6,2,MEDIO
LA LIBERTAD,PACASMAYO,FEMENINO,45-59,6,2,MEDIO
LA LIBERTAD,PACASMAYO,FEMENINO,45-59,7,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,60-74,5,3,MEDIO
LA LIBERTAD,PACASMAYO,FEMENINO,60-74,6,4,ALTO
LA LIBERTAD,PACASMAYO,FEMENINO,60-74,7,3,MEDIO
LA LIBERTAD,PACASMAYO,FEMENINO,60-74,8,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,75+,4,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,75+,5,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,75+,6,7,ALTO
LA LIBERTAD,PACASMAYO,FEMENINO,75+,7,1,BAJO
LA LIBERTAD,PACASMAYO,FEMENINO,75+,8,1,BAJO
LA LIBERTAD,PACASMAYO,MASCULINO,18-29,6,1,BAJO
LA LIBERTAD,PACASMAYO,MASCULINO,30-44,5,1,BAJO
LA LIBERTAD,PACASMAYO,MASCULINO,30-44,6,2,MEDIO
LA LIBERTAD,PACASMAYO,MASCULINO,45-59,6,5,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,45-59,7,2,MEDIO
LA LIBERTAD,PACASMAYO,MASCULINO,45-59,8,3,MEDIO
LA LIBERTAD,PACASMAYO,MASCULINO,60-74,5,4,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,60-74,6,17,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,60-74,7,6,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,60-74,8,5,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,75+,5,4,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,75+,6,13,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,75+,7,6,ALTO
LA LIBERTAD,PACASMAYO,MASCULINO,75+,8,3,MEDIO
LA LIBERTAD,PATAZ,FEMENINO,30-44,6,1,BAJO
LA LIBERTAD,PATAZ,FEMENINO,45-59,5,1,BAJO
LA LIBERTAD,PATAZ,FEMENINO,45-59,6,1,BAJO
LA LIBERTAD,PATAZ,FEMENINO,60-74,6,2,MEDIO
LA LIBERTAD,PATAZ,FEMENINO,75+,6,2,MEDIO
LA LIBERTAD,PATAZ,MASCULINO,45-59,7,1,BAJO
LA LIBERTAD,PATAZ,MASCULINO,60-74,6,1,BAJO
LA LIBERTAD,PATAZ,MASCULINO,60-74,7,1,BAJO
LA LIBERTAD,PATAZ,MASCULINO,75+,6,4,ALTO
LA LIBERTAD,PATAZ,MASCULINO,75+,7,1,BAJO
LA LIBERTAD,SANCHEZ CARRION,FEMENINO,75+,4,1,BAJO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,30-44,5,1,BAJO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,45-59,7,1,BAJO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,45-59,8,2,MEDIO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,60-74,6,3,MEDIO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,60-74,8,1,BAJO
LA LIBERTAD,SANCHEZ CARRION,MASCULINO,75+,7,2,MEDIO
LA LIBERTAD,SANTIAGO DE CHUCO,FEMENINO,60-74,5,1,BAJO
LA LIBERTAD,SANTIAGO DE CHUCO,FEMENINO,60-74,6,1,BAJO
LA LIBERTAD,SANTIAGO DE CHUCO,FEMENINO,75+,8,1,BAJO
LA LIBERTAD,SANTIAGO DE CHUCO,MASCULINO,75+,6,3,MEDIO
LA LIBERTAD,SANTIAGO DE CHUCO,MASCULINO,75+,7,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,0-17,4,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,0-17,5,2,MEDIO
LA LIBERTAD,TRUJILLO,FEMENINO,0-17,6,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,0-17,7,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,18-29,7,2,MEDIO
LA LIBERTAD,TRUJILLO,FEMENINO,30-44,5,3,MEDIO
LA LIBERTAD,TRUJILLO,FEMENINO,30-44,6,13,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,30-44,7,5,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,45-59,4,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,45-59,5,15,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,45-59,6,36,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,45-59,7,19,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,45-59,8,6,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,3,1,BAJO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,4,3,MEDIO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,5,18,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,6,115,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,7,51,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,60-74,8,14,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,75+,4,7,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,75+,5,11,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,75+,6,79,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,75+,7,21,ALTO
LA LIBERTAD,TRUJILLO,FEMENINO,75+,8,6,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,0-17,7,1,BAJO
LA LIBERTAD,TRUJILLO,MASCULINO,18-29,6,3,MEDIO
LA LIBERTAD,TRUJILLO,MASCULINO,18-29,7,2,MEDIO
LA LIBERTAD,TRUJILLO,MASCULINO,18-29,8,2,MEDIO
LA LIBERTAD,TRUJILLO,MASCULINO,30-44,4,4,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,30-44,5,7,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,30-44,6,39,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,30-44,7,15,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,30-44,8,7,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,3,2,MEDIO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,4,8,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,5,32,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,6,134,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,7,59,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,45-59,8,17,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,60-74,4,9,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,60-74,5,53,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,60-74,6,217,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,60-74,7,89,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,60-74,8,24,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,75+,4,3,MEDIO
LA LIBERTAD,TRUJILLO,MASCULINO,75+,5,48,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,75+,6,109,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,75+,7,53,ALTO
LA LIBERTAD,TRUJILLO,MASCULINO,75+,8,18,ALTO
LA LIBERTAD,VIRU,FEMENINO,18-29,6,1,BAJO
LA LIBERTAD,VIRU,FEMENINO,45-59,5,1,BAJO
LA LIBERTAD,VIRU,FEMENINO,45-59,6,4,ALTO
LA LIBERTAD,VIRU,FEMENINO,45-59,7,2,MEDIO
LA LIBERTAD,VIRU,FEMENINO,60-74,5,2,MEDIO
LA LIBERTAD,VIRU,FEMENINO,60-74,6,1,BAJO
LA LIBERTAD,VIRU,FEMENINO,60-74,7,1,BAJO
LA LIBERTAD,VIRU,FEMENINO,75+,6,4,ALTO
LA LIBERTAD,VIRU,FEMENINO,75+,7,1,BAJO
LA LIBERTAD,VIRU,FEMENINO,75+,8,1,BAJO
LA LIBERTAD,VIRU,MASCULINO,18-29,6,1,BAJO
LA LIBERTAD,VIRU,MASCULINO,30-44,6,1,BAJO
LA LIBERTAD,VIRU,MASCULINO,45-59,6,7,ALTO
LA LIBERTAD,VIRU,MASCULINO,45-59,7,4,ALTO
LA LIBERTAD,VIRU,MASCULINO,60-74,5,4,ALTO
LA LIBERTAD,VIRU,MASCULINO,60-74,6,8,ALTO
LA LIBERTAD,VIRU,MASCULINO,60-74,7,12,ALTO
LA LIBERTAD,VIRU,MASCULINO,60-74,8,2,MEDIO
LA LIBERTAD,VIRU,MASCULINO,75+,5,1,BAJO
LA LIBERTAD,VIRU,MASCULINO,75+,6,8,ALTO
LA LIBERTAD,VIRU,MASCULINO,75+,7,3,MEDIO
LAMBAYEQUE,CHICLAYO,FEMENINO,18-29,6,3,MEDIO
LAMBAYEQUE,CHICLAYO,FEMENINO,18-29,7,1,BAJO
LAMBAYEQUE,CHICLAYO,FEMENINO,30-44,4,5,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,30-44,5,6,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,30-44,6,3,MEDIO
LAMBAYEQUE,CHICLAYO,FEMENINO,30-44,7,1,BAJO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,3,1,BAJO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,4,19,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,5,14,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,6,15,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,7,3,MEDIO
LAMBAYEQUE,CHICLAYO,FEMENINO,45-59,8,2,MEDIO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,3,1,BAJO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,4,23,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,5,33,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,6,41,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,7,8,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,60-74,8,7,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,75+,4,19,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,75+,5,27,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,75+,6,25,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,75+,7,10,ALTO
LAMBAYEQUE,CHICLAYO,FEMENINO,75+,8,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,0-17,4,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,18-29,4,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,18-29,5,3,MEDIO
LAMBAYEQUE,CHICLAYO,MASCULINO,18-29,6,2,MEDIO
LAMBAYEQUE,CHICLAYO,MASCULINO,18-29,7,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,30-44,4,8,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,30-44,5,12,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,30-44,6,13,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,30-44,7,2,MEDIO
LAMBAYEQUE,CHICLAYO,MASCULINO,30-44,8,2,MEDIO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,3,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,4,33,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,5,55,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,6,52,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,7,15,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,45-59,8,13,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,3,1,BAJO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,4,69,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,5,94,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,6,86,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,7,22,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,60-74,8,10,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,75+,4,34,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,75+,5,49,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,75+,6,74,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,75+,7,14,ALTO
LAMBAYEQUE,CHICLAYO,MASCULINO,75+,8,13,ALTO
LAMBAYEQUE,EXTRANJERO,MASCULINO,30-44,6,1,BAJO
LAMBAYEQUE,FERRENAFE,FEMENINO,60-74,7,1,BAJO
LAMBAYEQUE,FERRENAFE,MASCULINO,60-74,7,1,BAJO
LAMBAYEQUE,FERREÑAFE,FEMENINO,18-29,4,1,BAJO
LAMBAYEQUE,FERREÑAFE,FEMENINO,45-59,4,4,ALTO
LAMBAYEQUE,FERREÑAFE,FEMENINO,45-59,5,1,BAJO
LAMBAYEQUE,FERREÑAFE,FEMENINO,45-59,6,1,BAJO
LAMBAYEQUE,FERREÑAFE,FEMENINO,60-74,4,5,ALTO
LAMBAYEQUE,FERREÑAFE,FEMENINO,60-74,5,3,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,60-74,6,2,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,60-74,7,2,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,60-74,8,2,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,75+,4,8,ALTO
LAMBAYEQUE,FERREÑAFE,FEMENINO,75+,5,2,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,75+,6,3,MEDIO
LAMBAYEQUE,FERREÑAFE,FEMENINO,75+,8,2,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,18-29,5,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,18-29,6,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,30-44,4,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,45-59,3,2,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,45-59,4,11,ALTO
LAMBAYEQUE,FERREÑAFE,MASCULINO,45-59,5,3,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,45-59,6,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,45-59,8,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,60-74,4,16,ALTO
LAMBAYEQUE,FERREÑAFE,MASCULINO,60-74,5,2,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,60-74,6,3,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,60-74,7,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,60-74,8,2,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,75+,4,10,ALTO
LAMBAYEQUE,FERREÑAFE,MASCULINO,75+,5,2,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,75+,6,1,BAJO
LAMBAYEQUE,FERREÑAFE,MASCULINO,75+,7,3,MEDIO
LAMBAYEQUE,FERREÑAFE,MASCULINO,75+,8,3,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,18-29,5,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,30-44,4,2,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,30-44,5,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,45-59,4,4,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,45-59,5,2,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,45-59,6,7,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,45-59,7,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,45-59,8,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,60-74,4,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,60-74,5,10,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,60-74,6,9,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,60-74,7,3,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,60-74,8,2,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,75+,4,4,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,75+,5,2,MEDIO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,75+,6,5,ALTO
LAMBAYEQUE,LAMBAYEQUE,FEMENINO,75+,7,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,18-29,8,1,BAJO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,30-44,4,5,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,30-44,5,4,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,30-44,6,4,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,30-44,7,2,MEDIO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,45-59,4,7,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,45-59,5,7,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,45-59,6,14,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,45-59,7,3,MEDIO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,45-59,8,3,MEDIO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,60-74,4,11,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,60-74,5,13,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,60-74,6,26,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,60-74,7,9,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,60-74,8,3,MEDIO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,75+,4,5,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,75+,5,4,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,75+,6,15,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,75+,7,9,ALTO
LAMBAYEQUE,LAMBAYEQUE,MASCULINO,75+,8,4,ALTO
LAMBAYEQUE,LIMA,FEMENINO,75+,4,1,BAJO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,30-44,4,4,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,30-44,5,2,MEDIO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,45-59,4,5,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,45-59,5,13,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,60-74,4,13,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,60-74,5,37,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,75+,4,8,ALTO
LAMBAYEQUE,NO REGISTRADO,FEMENINO,75+,5,17,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,30-44,4,2,MEDIO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,30-44,5,16,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,45-59,4,7,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,45-59,5,26,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,60-74,4,17,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,60-74,5,77,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,75+,4,10,ALTO
LAMBAYEQUE,NO REGISTRADO,MASCULINO,75+,5,43,ALTO
LAMBAYEQUE,PIURA,MASCULINO,18-29,4,1,BAJO
LIMA,BARRANCA,FEMENINO,18-29,6,1,BAJO
LIMA,BARRANCA,FEMENINO,30-44,6,1,BAJO
LIMA,BARRANCA,FEMENINO,30-44,7,1,BAJO
LIMA,BARRANCA,FEMENINO,45-59,4,1,BAJO
LIMA,BARRANCA,FEMENINO,45-59,6,1,BAJO
LIMA,BARRANCA,FEMENINO,45-59,7,3,MEDIO
LIMA,BARRANCA,FEMENINO,45-59,8,1,BAJO
LIMA,BARRANCA,FEMENINO,60-74,5,2,MEDIO
LIMA,BARRANCA,FEMENINO,60-74,6,6,ALTO
LIMA,BARRANCA,FEMENINO,60-74,7,4,ALTO
LIMA,BARRANCA,FEMENINO,60-74,8,1,BAJO
LIMA,BARRANCA,FEMENINO,75+,5,1,BAJO
LIMA,BARRANCA,FEMENINO,75+,6,6,ALTO
